# Logfile created on 2018-10-07 00:51:48 +0200 by logger.rb/v1.2.7
OSM_SN: Loading graph from GraphViz file data/near_ucl.dot.
OSM_SN: Processing vertices
OSM_SN: 	 Vertex 21311324 loaded
OSM_SN: 	 Visual vertex 25936013 in 
OSM_SN: 	 Vertex 25936012 loaded
OSM_SN: 	 Visual vertex 25936012 in 
OSM_SN: 	 Vertex 25656550 loaded
OSM_SN: 	 Visual vertex 25656550 in 
OSM_SN: 	 Vertex 2249406271 loaded
OSM_SN: 	 Visual vertex 2249406271 in 
OSM_SN: 	 Vertex 110613534 loaded
OSM_SN: 	 Visual vertex 110613534 in 
OSM_SN: 	 Vertex 25656551 loaded
OSM_SN: 	 Visual vertex 25656551 in 
OSM_SN: 	 Vertex 25656556 loaded
OSM_SN: 	 Visual vertex 25656556 in 
OSM_SN: 	 Vertex 4705295464 loaded
OSM_SN: 	 Visual vertex 4705295464 in 
OSM_SN: 	 Vertex 332441516 loaded
OSM_SN: 	 Visual vertex 332441516 in 
OSM_SN: 	 Vertex 25656612 loaded
OSM_SN: 	 Visual vertex 25656612 in 
OSM_SN: 	 Vertex 1014525977 loaded
OSM_SN: 	 Visual vertex 1014525977 in 
OSM_SN: 	 Vertex 5361151934 loaded
OSM_SN: 	 Visual vertex 5361151934 in 
OSM_SN: 	 Vertex 1014526012 loaded
OSM_SN: 	 Visual vertex 1014526012 in 
OSM_SN: 	 Vertex 1014525994 loaded
OSM_SN: 	 Visual vertex 1014525994 in 
OSM_SN: 	 Vertex 25656613 loaded
OSM_SN: 	 Visual vertex 25656613 in 
OSM_SN: 	 Vertex 1265638011 loaded
OSM_SN: 	 Visual vertex 1265638011 in 
OSM_SN: 	 Vertex 25656614 loaded
OSM_SN: 	 Visual vertex 25656614 in 
OSM_SN: 	 Vertex 2668118564 loaded
OSM_SN: 	 Visual vertex 2668118564 in 
OSM_SN: 	 Vertex 331959656 loaded
OSM_SN: 	 Visual vertex 331959656 in 
OSM_SN: 	 Vertex 315520341 loaded
OSM_SN: 	 Visual vertex 315520341 in 
OSM_SN: 	 Vertex 1014526221 loaded
OSM_SN: 	 Visual vertex 1014526221 in 
OSM_SN: 	 Vertex 25656622 loaded
OSM_SN: 	 Visual vertex 25656622 in 
OSM_SN: 	 Vertex 25656623 loaded
OSM_SN: 	 Visual vertex 25656623 in 
OSM_SN: 	 Vertex 1014526280 loaded
OSM_SN: 	 Visual vertex 1014526280 in 
OSM_SN: 	 Vertex 25656635 loaded
OSM_SN: 	 Visual vertex 25656635 in 
OSM_SN: 	 Vertex 315520362 loaded
OSM_SN: 	 Visual vertex 315520362 in 
OSM_SN: 	 Vertex 1265638055 loaded
OSM_SN: 	 Visual vertex 1265638055 in 
OSM_SN: 	 Vertex 25656634 loaded
OSM_SN: 	 Visual vertex 25656634 in 
OSM_SN: 	 Vertex 5361102165 loaded
OSM_SN: 	 Visual vertex 5361102165 in 
OSM_SN: 	 Vertex 25656624 loaded
OSM_SN: 	 Visual vertex 25656624 in 
OSM_SN: 	 Vertex 1265638053 loaded
OSM_SN: 	 Visual vertex 1265638053 in 
OSM_SN: 	 Vertex 25656638 loaded
OSM_SN: 	 Visual vertex 25656638 in 
OSM_SN: 	 Vertex 25656628 loaded
OSM_SN: 	 Visual vertex 25656628 in 
OSM_SN: 	 Vertex 1014526068 loaded
OSM_SN: 	 Visual vertex 1014526068 in 
OSM_SN: 	 Vertex 1014526154 loaded
OSM_SN: 	 Visual vertex 1014526154 in 
OSM_SN: 	 Vertex 299047381 loaded
OSM_SN: 	 Visual vertex 299047381 in 
OSM_SN: 	 Vertex 1259739781 loaded
OSM_SN: 	 Visual vertex 1259739781 in 
OSM_SN: 	 Vertex 25656630 loaded
OSM_SN: 	 Visual vertex 25656630 in 
OSM_SN: 	 Vertex 1265638006 loaded
OSM_SN: 	 Visual vertex 1265638006 in 
OSM_SN: 	 Vertex 1265637999 loaded
OSM_SN: 	 Visual vertex 1265637999 in 
OSM_SN: 	 Vertex 25656632 loaded
OSM_SN: 	 Visual vertex 25656632 in 
OSM_SN: 	 Vertex 25656633 loaded
OSM_SN: 	 Visual vertex 25656633 in 
OSM_SN: 	 Vertex 1449046826 loaded
OSM_SN: 	 Visual vertex 1449046826 in 
OSM_SN: 	 Vertex 1138624790 loaded
OSM_SN: 	 Visual vertex 1138624790 in 
OSM_SN: 	 Vertex 357573254 loaded
OSM_SN: 	 Visual vertex 357573254 in 
OSM_SN: 	 Vertex 1014526180 loaded
OSM_SN: 	 Visual vertex 1014526180 in 
OSM_SN: 	 Vertex 25656636 loaded
OSM_SN: 	 Visual vertex 25656636 in 
OSM_SN: 	 Vertex 2131376024 loaded
OSM_SN: 	 Visual vertex 2131376024 in 
OSM_SN: 	 Vertex 25656640 loaded
OSM_SN: 	 Visual vertex 25656640 in 
OSM_SN: 	 Vertex 25656645 loaded
OSM_SN: 	 Visual vertex 25656645 in 
OSM_SN: 	 Vertex 1138624774 loaded
OSM_SN: 	 Visual vertex 1138624774 in 
OSM_SN: 	 Vertex 25656647 loaded
OSM_SN: 	 Visual vertex 25656647 in 
OSM_SN: 	 Vertex 25656642 loaded
OSM_SN: 	 Visual vertex 25656642 in 
OSM_SN: 	 Vertex 25656643 loaded
OSM_SN: 	 Visual vertex 25656643 in 
OSM_SN: 	 Vertex 25656644 loaded
OSM_SN: 	 Visual vertex 25656644 in 
OSM_SN: 	 Vertex 1024814942 loaded
OSM_SN: 	 Visual vertex 1024814942 in 
OSM_SN: 	 Vertex 25656646 loaded
OSM_SN: 	 Visual vertex 25656646 in 
OSM_SN: 	 Vertex 299047377 loaded
OSM_SN: 	 Visual vertex 299047377 in 
OSM_SN: 	 Vertex 354129434 loaded
OSM_SN: 	 Visual vertex 354129434 in 
OSM_SN: 	 Vertex 354129429 loaded
OSM_SN: 	 Visual vertex 354129429 in 
OSM_SN: 	 Vertex 25656649 loaded
OSM_SN: 	 Visual vertex 25656649 in 
OSM_SN: 	 Vertex 25656648 loaded
OSM_SN: 	 Visual vertex 25656648 in 
OSM_SN: 	 Vertex 299047378 loaded
OSM_SN: 	 Visual vertex 299047378 in 
OSM_SN: 	 Vertex 1024814948 loaded
OSM_SN: 	 Visual vertex 1024814948 in 
OSM_SN: 	 Vertex 25936004 loaded
OSM_SN: 	 Visual vertex 25936004 in 
OSM_SN: 	 Vertex 25656653 loaded
OSM_SN: 	 Visual vertex 25656653 in 
OSM_SN: 	 Vertex 25656654 loaded
OSM_SN: 	 Visual vertex 25656654 in 
OSM_SN: 	 Vertex 1024814933 loaded
OSM_SN: 	 Visual vertex 1024814933 in 
OSM_SN: 	 Vertex 1024814938 loaded
OSM_SN: 	 Visual vertex 1024814938 in 
OSM_SN: 	 Vertex 25656655 loaded
OSM_SN: 	 Visual vertex 25656655 in 
OSM_SN: 	 Vertex 25656656 loaded
OSM_SN: 	 Visual vertex 25656656 in 
OSM_SN: 	 Vertex 1138624660 loaded
OSM_SN: 	 Visual vertex 1138624660 in 
OSM_SN: 	 Vertex 1138624726 loaded
OSM_SN: 	 Visual vertex 1138624726 in 
OSM_SN: 	 Vertex 5256647095 loaded
OSM_SN: 	 Visual vertex 5256647095 in 
OSM_SN: 	 Vertex 26395445 loaded
OSM_SN: 	 Visual vertex 26395445 in 
OSM_SN: 	 Vertex 1024814953 loaded
OSM_SN: 	 Visual vertex 1024814953 in 
OSM_SN: 	 Vertex 5256647094 loaded
OSM_SN: 	 Visual vertex 5256647094 in 
OSM_SN: 	 Vertex 25656657 loaded
OSM_SN: 	 Visual vertex 25656657 in 
OSM_SN: 	 Vertex 25656658 loaded
OSM_SN: 	 Visual vertex 25656658 in 
OSM_SN: 	 Vertex 1138624679 loaded
OSM_SN: 	 Visual vertex 1138624679 in 
OSM_SN: 	 Vertex 1838277860 loaded
OSM_SN: 	 Visual vertex 1838277860 in 
OSM_SN: 	 Vertex 5256614707 loaded
OSM_SN: 	 Visual vertex 5256614707 in 
OSM_SN: 	 Vertex 1361956580 loaded
OSM_SN: 	 Visual vertex 1361956580 in 
OSM_SN: 	 Vertex 25656659 loaded
OSM_SN: 	 Visual vertex 25656659 in 
OSM_SN: 	 Vertex 25656660 loaded
OSM_SN: 	 Visual vertex 25656660 in 
OSM_SN: 	 Vertex 1014525916 loaded
OSM_SN: 	 Visual vertex 1014525916 in 
OSM_SN: 	 Vertex 4700724641 loaded
OSM_SN: 	 Visual vertex 4700724641 in 
OSM_SN: 	 Vertex 25656661 loaded
OSM_SN: 	 Visual vertex 25656661 in 
OSM_SN: 	 Vertex 1014525906 loaded
OSM_SN: 	 Visual vertex 1014525906 in 
OSM_SN: 	 Vertex 1272561604 loaded
OSM_SN: 	 Visual vertex 1272561604 in 
OSM_SN: 	 Vertex 5679574105 loaded
OSM_SN: 	 Visual vertex 5679574105 in 
OSM_SN: 	 Vertex 1272561623 loaded
OSM_SN: 	 Visual vertex 1272561623 in 
OSM_SN: 	 Vertex 1272589326 loaded
OSM_SN: 	 Visual vertex 1272589326 in 
OSM_SN: 	 Vertex 25656663 loaded
OSM_SN: 	 Visual vertex 25656663 in 
OSM_SN: 	 Vertex 2742486431 loaded
OSM_SN: 	 Visual vertex 2742486431 in 
OSM_SN: 	 Vertex 1265671345 loaded
OSM_SN: 	 Visual vertex 1265671345 in 
OSM_SN: 	 Vertex 25656664 loaded
OSM_SN: 	 Visual vertex 25656664 in 
OSM_SN: 	 Vertex 1636909698 loaded
OSM_SN: 	 Visual vertex 1636909698 in 
OSM_SN: 	 Vertex 1813890886 loaded
OSM_SN: 	 Visual vertex 1813890886 in 
OSM_SN: 	 Vertex 25656665 loaded
OSM_SN: 	 Visual vertex 25656665 in 
OSM_SN: 	 Vertex 25656667 loaded
OSM_SN: 	 Visual vertex 25656667 in 
OSM_SN: 	 Vertex 4704961788 loaded
OSM_SN: 	 Visual vertex 4704961788 in 
OSM_SN: 	 Vertex 4704962006 loaded
OSM_SN: 	 Visual vertex 4704962006 in 
OSM_SN: 	 Vertex 25656666 loaded
OSM_SN: 	 Visual vertex 25656666 in 
OSM_SN: 	 Vertex 1265671361 loaded
OSM_SN: 	 Visual vertex 1265671361 in 
OSM_SN: 	 Vertex 4704961786 loaded
OSM_SN: 	 Visual vertex 4704961786 in 
OSM_SN: 	 Vertex 1265671352 loaded
OSM_SN: 	 Visual vertex 1265671352 in 
OSM_SN: 	 Vertex 4704962005 loaded
OSM_SN: 	 Visual vertex 4704962005 in 
OSM_SN: 	 Vertex 25656668 loaded
OSM_SN: 	 Visual vertex 25656668 in 
OSM_SN: 	 Vertex 415004424 loaded
OSM_SN: 	 Visual vertex 415004424 in 
OSM_SN: 	 Vertex 25656669 loaded
OSM_SN: 	 Visual vertex 25656669 in 
OSM_SN: 	 Vertex 1265671355 loaded
OSM_SN: 	 Visual vertex 1265671355 in 
OSM_SN: 	 Vertex 1265671402 loaded
OSM_SN: 	 Visual vertex 1265671402 in 
OSM_SN: 	 Vertex 25935960 loaded
OSM_SN: 	 Visual vertex 25935960 in 
OSM_SN: 	 Vertex 1265671376 loaded
OSM_SN: 	 Visual vertex 1265671376 in 
OSM_SN: 	 Vertex 25656670 loaded
OSM_SN: 	 Visual vertex 25656670 in 
OSM_SN: 	 Vertex 332424027 loaded
OSM_SN: 	 Visual vertex 332424027 in 
OSM_SN: 	 Vertex 25656671 loaded
OSM_SN: 	 Visual vertex 25656671 in 
OSM_SN: 	 Vertex 4700724625 loaded
OSM_SN: 	 Visual vertex 4700724625 in 
OSM_SN: 	 Vertex 4705295477 loaded
OSM_SN: 	 Visual vertex 4705295477 in 
OSM_SN: 	 Vertex 1014526036 loaded
OSM_SN: 	 Visual vertex 1014526036 in 
OSM_SN: 	 Vertex 25656672 loaded
OSM_SN: 	 Visual vertex 25656672 in 
OSM_SN: 	 Vertex 1014525821 loaded
OSM_SN: 	 Visual vertex 1014525821 in 
OSM_SN: 	 Vertex 4700724636 loaded
OSM_SN: 	 Visual vertex 4700724636 in 
OSM_SN: 	 Vertex 25656673 loaded
OSM_SN: 	 Visual vertex 25656673 in 
OSM_SN: 	 Vertex 1014525796 loaded
OSM_SN: 	 Visual vertex 1014525796 in 
OSM_SN: 	 Vertex 25656674 loaded
OSM_SN: 	 Visual vertex 25656674 in 
OSM_SN: 	 Vertex 1014525854 loaded
OSM_SN: 	 Visual vertex 1014525854 in 
OSM_SN: 	 Vertex 331960295 loaded
OSM_SN: 	 Visual vertex 331960295 in 
OSM_SN: 	 Vertex 25656675 loaded
OSM_SN: 	 Visual vertex 25656675 in 
OSM_SN: 	 Vertex 25656677 loaded
OSM_SN: 	 Visual vertex 25656677 in 
OSM_SN: 	 Vertex 2131376021 loaded
OSM_SN: 	 Visual vertex 2131376021 in 
OSM_SN: 	 Vertex 25656676 loaded
OSM_SN: 	 Visual vertex 25656676 in 
OSM_SN: 	 Vertex 2131376020 loaded
OSM_SN: 	 Visual vertex 2131376020 in 
OSM_SN: 	 Vertex 3559388550 loaded
OSM_SN: 	 Visual vertex 3559388550 in 
OSM_SN: 	 Vertex 5361151933 loaded
OSM_SN: 	 Visual vertex 5361151933 in 
OSM_SN: 	 Vertex 300118850 loaded
OSM_SN: 	 Visual vertex 300118850 in 
OSM_SN: 	 Vertex 4700724628 loaded
OSM_SN: 	 Visual vertex 4700724628 in 
OSM_SN: 	 Vertex 25656678 loaded
OSM_SN: 	 Visual vertex 25656678 in 
OSM_SN: 	 Vertex 330632509 loaded
OSM_SN: 	 Visual vertex 330632509 in 
OSM_SN: 	 Vertex 5361367823 loaded
OSM_SN: 	 Visual vertex 5361367823 in 
OSM_SN: 	 Vertex 25656679 loaded
OSM_SN: 	 Visual vertex 25656679 in 
OSM_SN: 	 Vertex 1014526072 loaded
OSM_SN: 	 Visual vertex 1014526072 in 
OSM_SN: 	 Vertex 304743159 loaded
OSM_SN: 	 Visual vertex 304743159 in 
OSM_SN: 	 Vertex 5361367824 loaded
OSM_SN: 	 Visual vertex 5361367824 in 
OSM_SN: 	 Vertex 25656681 loaded
OSM_SN: 	 Visual vertex 25656681 in 
OSM_SN: 	 Vertex 4701097443 loaded
OSM_SN: 	 Visual vertex 4701097443 in 
OSM_SN: 	 Vertex 1272589337 loaded
OSM_SN: 	 Visual vertex 1272589337 in 
OSM_SN: 	 Vertex 25656682 loaded
OSM_SN: 	 Visual vertex 25656682 in 
OSM_SN: 	 Vertex 1014525765 loaded
OSM_SN: 	 Visual vertex 1014525765 in 
OSM_SN: 	 Vertex 25656959 loaded
OSM_SN: 	 Visual vertex 25656959 in 
OSM_SN: 	 Vertex 1990844649 loaded
OSM_SN: 	 Visual vertex 1990844649 in 
OSM_SN: 	 Vertex 25657071 loaded
OSM_SN: 	 Visual vertex 25657071 in 
OSM_SN: 	 Vertex 25657014 loaded
OSM_SN: 	 Visual vertex 25657014 in 
OSM_SN: 	 Vertex 333347665 loaded
OSM_SN: 	 Visual vertex 333347665 in 
OSM_SN: 	 Vertex 1990844651 loaded
OSM_SN: 	 Visual vertex 1990844651 in 
OSM_SN: 	 Vertex 1990844653 loaded
OSM_SN: 	 Visual vertex 1990844653 in 
OSM_SN: 	 Vertex 1990844654 loaded
OSM_SN: 	 Visual vertex 1990844654 in 
OSM_SN: 	 Vertex 333347552 loaded
OSM_SN: 	 Visual vertex 333347552 in 
OSM_SN: 	 Vertex 26424104 loaded
OSM_SN: 	 Visual vertex 26424104 in 
OSM_SN: 	 Vertex 1990844648 loaded
OSM_SN: 	 Visual vertex 1990844648 in 
OSM_SN: 	 Vertex 333347547 loaded
OSM_SN: 	 Visual vertex 333347547 in 
OSM_SN: 	 Vertex 25657120 loaded
OSM_SN: 	 Visual vertex 25657120 in 
OSM_SN: 	 Vertex 1414464991 loaded
OSM_SN: 	 Visual vertex 1414464991 in 
OSM_SN: 	 Vertex 1928708608 loaded
OSM_SN: 	 Visual vertex 1928708608 in 
OSM_SN: 	 Vertex 25657174 loaded
OSM_SN: 	 Visual vertex 25657174 in 
OSM_SN: 	 Vertex 3948265676 loaded
OSM_SN: 	 Visual vertex 3948265676 in 
OSM_SN: 	 Vertex 299924934 loaded
OSM_SN: 	 Visual vertex 299924934 in 
OSM_SN: 	 Vertex 25657219 loaded
OSM_SN: 	 Visual vertex 25657219 in 
OSM_SN: 	 Vertex 25657261 loaded
OSM_SN: 	 Visual vertex 25657261 in 
OSM_SN: 	 Vertex 552407636 loaded
OSM_SN: 	 Visual vertex 552407636 in 
OSM_SN: 	 Vertex 3948265665 loaded
OSM_SN: 	 Visual vertex 3948265665 in 
OSM_SN: 	 Vertex 2026316815 loaded
OSM_SN: 	 Visual vertex 2026316815 in 
OSM_SN: 	 Vertex 26423670 loaded
OSM_SN: 	 Visual vertex 26423670 in 
OSM_SN: 	 Vertex 25657274 loaded
OSM_SN: 	 Visual vertex 25657274 in 
OSM_SN: 	 Vertex 3948265348 loaded
OSM_SN: 	 Visual vertex 3948265348 in 
OSM_SN: 	 Vertex 1410302990 loaded
OSM_SN: 	 Visual vertex 1410302990 in 
OSM_SN: 	 Vertex 25657278 loaded
OSM_SN: 	 Visual vertex 25657278 in 
OSM_SN: 	 Vertex 25657286 loaded
OSM_SN: 	 Visual vertex 25657286 in 
OSM_SN: 	 Vertex 4714677279 loaded
OSM_SN: 	 Visual vertex 4714677279 in 
OSM_SN: 	 Vertex 1265671378 loaded
OSM_SN: 	 Visual vertex 1265671378 in 
OSM_SN: 	 Vertex 3055004528 loaded
OSM_SN: 	 Visual vertex 3055004528 in 
OSM_SN: 	 Vertex 25657298 loaded
OSM_SN: 	 Visual vertex 25657298 in 
OSM_SN: 	 Vertex 25657313 loaded
OSM_SN: 	 Visual vertex 25657313 in 
OSM_SN: 	 Vertex 305796263 loaded
OSM_SN: 	 Visual vertex 305796263 in 
OSM_SN: 	 Vertex 2026317514 loaded
OSM_SN: 	 Visual vertex 2026317514 in 
OSM_SN: 	 Vertex 25657361 loaded
OSM_SN: 	 Visual vertex 25657361 in 
OSM_SN: 	 Vertex 282761019 loaded
OSM_SN: 	 Visual vertex 282761019 in 
OSM_SN: 	 Vertex 25657375 loaded
OSM_SN: 	 Visual vertex 25657375 in 
OSM_SN: 	 Vertex 1494140091 loaded
OSM_SN: 	 Visual vertex 1494140091 in 
OSM_SN: 	 Vertex 1399998580 loaded
OSM_SN: 	 Visual vertex 1399998580 in 
OSM_SN: 	 Vertex 25657382 loaded
OSM_SN: 	 Visual vertex 25657382 in 
OSM_SN: 	 Vertex 4714677285 loaded
OSM_SN: 	 Visual vertex 4714677285 in 
OSM_SN: 	 Vertex 5242375940 loaded
OSM_SN: 	 Visual vertex 5242375940 in 
OSM_SN: 	 Vertex 2001925902 loaded
OSM_SN: 	 Visual vertex 2001925902 in 
OSM_SN: 	 Vertex 1410302989 loaded
OSM_SN: 	 Visual vertex 1410302989 in 
OSM_SN: 	 Vertex 25657389 loaded
OSM_SN: 	 Visual vertex 25657389 in 
OSM_SN: 	 Vertex 1265638038 loaded
OSM_SN: 	 Visual vertex 1265638038 in 
OSM_SN: 	 Vertex 4714677270 loaded
OSM_SN: 	 Visual vertex 4714677270 in 
OSM_SN: 	 Vertex 1511287702 loaded
OSM_SN: 	 Visual vertex 1511287702 in 
OSM_SN: 	 Vertex 25657786 loaded
OSM_SN: 	 Visual vertex 25657786 in 
OSM_SN: 	 Vertex 4599585949 loaded
OSM_SN: 	 Visual vertex 4599585949 in 
OSM_SN: 	 Vertex 4599585952 loaded
OSM_SN: 	 Visual vertex 4599585952 in 
OSM_SN: 	 Vertex 25657933 loaded
OSM_SN: 	 Visual vertex 25657933 in 
OSM_SN: 	 Vertex 25657935 loaded
OSM_SN: 	 Visual vertex 25657935 in 
OSM_SN: 	 Vertex 25658610 loaded
OSM_SN: 	 Visual vertex 25658610 in 
OSM_SN: 	 Vertex 338633641 loaded
OSM_SN: 	 Visual vertex 338633641 in 
OSM_SN: 	 Vertex 315523730 loaded
OSM_SN: 	 Visual vertex 315523730 in 
OSM_SN: 	 Vertex 431313107 loaded
OSM_SN: 	 Visual vertex 431313107 in 
OSM_SN: 	 Vertex 25657937 loaded
OSM_SN: 	 Visual vertex 25657937 in 
OSM_SN: 	 Vertex 431313109 loaded
OSM_SN: 	 Visual vertex 431313109 in 
OSM_SN: 	 Vertex 25657939 loaded
OSM_SN: 	 Visual vertex 25657939 in 
OSM_SN: 	 Vertex 25657942 loaded
OSM_SN: 	 Visual vertex 25657942 in 
OSM_SN: 	 Vertex 431313110 loaded
OSM_SN: 	 Visual vertex 431313110 in 
OSM_SN: 	 Vertex 25657945 loaded
OSM_SN: 	 Visual vertex 25657945 in 
OSM_SN: 	 Vertex 314789639 loaded
OSM_SN: 	 Visual vertex 314789639 in 
OSM_SN: 	 Vertex 25657949 loaded
OSM_SN: 	 Visual vertex 25657949 in 
OSM_SN: 	 Vertex 431263231 loaded
OSM_SN: 	 Visual vertex 431263231 in 
OSM_SN: 	 Vertex 314789632 loaded
OSM_SN: 	 Visual vertex 314789632 in 
OSM_SN: 	 Vertex 25657954 loaded
OSM_SN: 	 Visual vertex 25657954 in 
OSM_SN: 	 Vertex 1265637987 loaded
OSM_SN: 	 Visual vertex 1265637987 in 
OSM_SN: 	 Vertex 25657956 loaded
OSM_SN: 	 Visual vertex 25657956 in 
OSM_SN: 	 Vertex 1265637971 loaded
OSM_SN: 	 Visual vertex 1265637971 in 
OSM_SN: 	 Vertex 1265637994 loaded
OSM_SN: 	 Visual vertex 1265637994 in 
OSM_SN: 	 Vertex 3397119017 loaded
OSM_SN: 	 Visual vertex 3397119017 in 
OSM_SN: 	 Vertex 25658226 loaded
OSM_SN: 	 Visual vertex 25658226 in 
OSM_SN: 	 Vertex 3822336795 loaded
OSM_SN: 	 Visual vertex 3822336795 in 
OSM_SN: 	 Vertex 3822336796 loaded
OSM_SN: 	 Visual vertex 3822336796 in 
OSM_SN: 	 Vertex 1852501598 loaded
OSM_SN: 	 Visual vertex 1852501598 in 
OSM_SN: 	 Vertex 25658227 loaded
OSM_SN: 	 Visual vertex 25658227 in 
OSM_SN: 	 Vertex 306459493 loaded
OSM_SN: 	 Visual vertex 306459493 in 
OSM_SN: 	 Vertex 4599585948 loaded
OSM_SN: 	 Visual vertex 4599585948 in 
OSM_SN: 	 Vertex 25658228 loaded
OSM_SN: 	 Visual vertex 25658228 in 
OSM_SN: 	 Vertex 300524475 loaded
OSM_SN: 	 Visual vertex 300524475 in 
OSM_SN: 	 Vertex 300524470 loaded
OSM_SN: 	 Visual vertex 300524470 in 
OSM_SN: 	 Vertex 25658229 loaded
OSM_SN: 	 Visual vertex 25658229 in 
OSM_SN: 	 Vertex 1406960700 loaded
OSM_SN: 	 Visual vertex 1406960700 in 
OSM_SN: 	 Vertex 25658230 loaded
OSM_SN: 	 Visual vertex 25658230 in 
OSM_SN: 	 Vertex 25658231 loaded
OSM_SN: 	 Visual vertex 25658231 in 
OSM_SN: 	 Vertex 315527545 loaded
OSM_SN: 	 Visual vertex 315527545 in 
OSM_SN: 	 Vertex 315527789 loaded
OSM_SN: 	 Visual vertex 315527789 in 
OSM_SN: 	 Vertex 25658257 loaded
OSM_SN: 	 Visual vertex 25658257 in 
OSM_SN: 	 Vertex 5577122040 loaded
OSM_SN: 	 Visual vertex 5577122040 in 
OSM_SN: 	 Vertex 290034580 loaded
OSM_SN: 	 Visual vertex 290034580 in 
OSM_SN: 	 Vertex 25658261 loaded
OSM_SN: 	 Visual vertex 25658261 in 
OSM_SN: 	 Vertex 354967335 loaded
OSM_SN: 	 Visual vertex 354967335 in 
OSM_SN: 	 Vertex 25658450 loaded
OSM_SN: 	 Visual vertex 25658450 in 
OSM_SN: 	 Vertex 3619903200 loaded
OSM_SN: 	 Visual vertex 3619903200 in 
OSM_SN: 	 Vertex 26786404 loaded
OSM_SN: 	 Visual vertex 26786404 in 
OSM_SN: 	 Vertex 25658455 loaded
OSM_SN: 	 Visual vertex 25658455 in 
OSM_SN: 	 Vertex 298527937 loaded
OSM_SN: 	 Visual vertex 298527937 in 
OSM_SN: 	 Vertex 1265637977 loaded
OSM_SN: 	 Visual vertex 1265637977 in 
OSM_SN: 	 Vertex 298861642 loaded
OSM_SN: 	 Visual vertex 298861642 in 
OSM_SN: 	 Vertex 25658457 loaded
OSM_SN: 	 Visual vertex 25658457 in 
OSM_SN: 	 Vertex 1265638061 loaded
OSM_SN: 	 Visual vertex 1265638061 in 
OSM_SN: 	 Vertex 360541185 loaded
OSM_SN: 	 Visual vertex 360541185 in 
OSM_SN: 	 Vertex 25658459 loaded
OSM_SN: 	 Visual vertex 25658459 in 
OSM_SN: 	 Vertex 25658460 loaded
OSM_SN: 	 Visual vertex 25658460 in 
OSM_SN: 	 Vertex 2429803895 loaded
OSM_SN: 	 Visual vertex 2429803895 in 
OSM_SN: 	 Vertex 1414621006 loaded
OSM_SN: 	 Visual vertex 1414621006 in 
OSM_SN: 	 Vertex 1414621008 loaded
OSM_SN: 	 Visual vertex 1414621008 in 
OSM_SN: 	 Vertex 25658462 loaded
OSM_SN: 	 Visual vertex 25658462 in 
OSM_SN: 	 Vertex 2429803893 loaded
OSM_SN: 	 Visual vertex 2429803893 in 
OSM_SN: 	 Vertex 25658464 loaded
OSM_SN: 	 Visual vertex 25658464 in 
OSM_SN: 	 Vertex 1414621009 loaded
OSM_SN: 	 Visual vertex 1414621009 in 
OSM_SN: 	 Vertex 25658465 loaded
OSM_SN: 	 Visual vertex 25658465 in 
OSM_SN: 	 Vertex 25658468 loaded
OSM_SN: 	 Visual vertex 25658468 in 
OSM_SN: 	 Vertex 32438290 loaded
OSM_SN: 	 Visual vertex 32438290 in 
OSM_SN: 	 Vertex 431175058 loaded
OSM_SN: 	 Visual vertex 431175058 in 
OSM_SN: 	 Vertex 25658473 loaded
OSM_SN: 	 Visual vertex 25658473 in 
OSM_SN: 	 Vertex 300700259 loaded
OSM_SN: 	 Visual vertex 300700259 in 
OSM_SN: 	 Vertex 299047201 loaded
OSM_SN: 	 Visual vertex 299047201 in 
OSM_SN: 	 Vertex 300700256 loaded
OSM_SN: 	 Visual vertex 300700256 in 
OSM_SN: 	 Vertex 25658475 loaded
OSM_SN: 	 Visual vertex 25658475 in 
OSM_SN: 	 Vertex 25658605 loaded
OSM_SN: 	 Visual vertex 25658605 in 
OSM_SN: 	 Vertex 299047203 loaded
OSM_SN: 	 Visual vertex 299047203 in 
OSM_SN: 	 Vertex 4749438609 loaded
OSM_SN: 	 Visual vertex 4749438609 in 
OSM_SN: 	 Vertex 338636015 loaded
OSM_SN: 	 Visual vertex 338636015 in 
OSM_SN: 	 Vertex 4700724524 loaded
OSM_SN: 	 Visual vertex 4700724524 in 
OSM_SN: 	 Vertex 299047199 loaded
OSM_SN: 	 Visual vertex 299047199 in 
OSM_SN: 	 Vertex 298861639 loaded
OSM_SN: 	 Visual vertex 298861639 in 
OSM_SN: 	 Vertex 299047174 loaded
OSM_SN: 	 Visual vertex 299047174 in 
OSM_SN: 	 Vertex 25658606 loaded
OSM_SN: 	 Visual vertex 25658606 in 
OSM_SN: 	 Vertex 1400002839 loaded
OSM_SN: 	 Visual vertex 1400002839 in 
OSM_SN: 	 Vertex 1400002842 loaded
OSM_SN: 	 Visual vertex 1400002842 in 
OSM_SN: 	 Vertex 25658608 loaded
OSM_SN: 	 Visual vertex 25658608 in 
OSM_SN: 	 Vertex 338633640 loaded
OSM_SN: 	 Visual vertex 338633640 in 
OSM_SN: 	 Vertex 1977834006 loaded
OSM_SN: 	 Visual vertex 1977834006 in 
OSM_SN: 	 Vertex 25658609 loaded
OSM_SN: 	 Visual vertex 25658609 in 
OSM_SN: 	 Vertex 1548825686 loaded
OSM_SN: 	 Visual vertex 1548825686 in 
OSM_SN: 	 Vertex 4700724523 loaded
